Claim History,Previous Claims History,Premium Amount,Coverage Amount,Anomaly
5,1,2087,63122,1
5,1,1261,654104,1
0,1,2696,760989,1
5,2,1058,425668,1
5,2,763,79574,-1
3,1,987,821488,1
3,3,4931,877000,1
2,1,3391,944887,1
5,0,571,637277,-1
3,3,2722,791523,1
2,2,2639,223063,1
0,3,3955,738394,1
2,1,3568,971258,1
4,3,4335,195187,1
1,0,4851,139851,-1
2,0,2192,748250,1
0,2,3954,539547,1
0,2,3733,403027,1
5,3,2238,230800,1
5,3,3355,748220,1
0,3,4022,897304,1
3,3,1175,476270,1
3,1,3104,189083,1
2,2,4104,166947,1
0,1,3088,957218,1
3,1,4360,591466,1
3,1,3796,461964,1
3,0,4827,160327,1
5,3,1841,563842,1
4,2,4143,189579,1
5,1,1478,887028,1
3,3,4591,995718,1
5,0,2152,462770,1
5,1,3058,181182,1
0,3,3306,761973,1
5,1,2502,779556,1
0,0,3219,251285,1
3,1,1193,378154,1
4,3,4504,570507,1
3,0,4868,834847,1
4,3,3841,975267,1
4,0,1751,477384,1
0,3,4159,342209,1
4,3,1584,767436,1
2,1,3891,114107,1
0,1,1263,387328,1
2,2,1863,166317,1
0,2,3417,381716,1
3,1,4473,640477,1
0,1,1585,323313,1
5,1,3452,968853,1
1,3,1282,985420,-1
4,1,4016,242275,1
4,1,4364,463099,1
5,1,2628,396585,1
5,3,4374,416333,1
0,1,4296,545777,1
5,3,2164,584108,1
0,2,2069,960102,1
3,0,2676,506720,1
0,0,1048,943097,-1
3,2,4676,823310,1
1,3,3564,70502,1
0,3,4252,802325,1
5,3,2480,591078,1
5,3,3209,161835,1
4,2,4464,359871,1
1,1,3881,438656,1
4,0,3398,643295,1
1,3,4349,289372,1
4,3,1053,370212,1
1,3,4124,187891,1
5,0,2246,391258,1
4,2,3652,231186,1
1,3,753,204551,1
4,3,1340,524906,1
0,2,1790,765454,1
0,2,3891,502299,1
0,3,3358,182455,1
2,1,611,955429,-1
2,3,4504,358690,1
3,3,1731,883120,1
2,3,3770,192175,1
0,1,3954,181932,1
3,1,3679,967932,1
5,2,1338,359416,1
2,1,1123,463068,1
0,1,3302,778330,1
4,0,4356,443674,1
5,3,4768,131386,1
4,0,641,443801,-1
4,1,4404,321572,1
4,3,4594,269613,1
4,2,3616,233576,1
3,3,2267,325783,1
4,0,1811,281294,1
1,2,4501,194374,1
0,1,1706,424457,1
0,0,4270,783488,1
1,3,3257,54276,1
3,1,4382,319786,1
1,1,2057,470834,1
1,0,3073,648906,1
4,1,3420,477886,1
4,1,3117,186612,1
3,3,1604,195011,1
3,1,4535,946241,1
3,3,2382,110613,1
2,1,4305,512718,1
0,3,1445,486576,1
4,1,2597,416092,1
0,2,3674,125293,1
3,0,4506,200523,1
2,3,1710,235819,1
3,1,4870,184220,1
1,1,1490,634695,1
0,1,1092,784439,1
3,1,1905,784653,1
3,3,1517,587468,1
0,0,3984,645944,1
4,3,3304,419647,1
5,3,4522,258101,1
3,1,3076,138147,1
1,1,3906,169456,1
3,0,4572,638663,1
2,1,3191,763108,1
3,0,3908,585225,1
4,3,4949,293434,1
1,3,4123,145026,1
2,1,687,486477,1
4,3,1787,67789,1
4,3,565,180256,1
4,2,724,470235,1
1,2,2594,424693,1
4,3,1594,685838,1
3,1,3520,220292,1
0,2,3209,425808,1
2,2,1754,195066,1
0,2,3154,527903,1
4,1,3558,55320,1
5,3,1923,595338,1
4,1,2680,516879,1
4,2,3659,292329,1
1,3,3872,731561,1
2,3,4796,318777,1
4,1,3160,566320,1
3,3,4640,947472,1
0,1,4441,893824,1
5,0,2411,354371,1
5,2,4637,277303,1
5,3,1280,762224,1
4,0,2188,795762,1
0,3,1188,687122,1
5,1,4483,263108,1
1,1,1249,430466,1
5,3,3403,664148,1
4,0,4496,629468,1
4,1,1660,773922,1
4,1,1066,92435,1
0,2,4734,502089,1
4,3,1587,195717,1
0,2,4366,686395,1
5,3,4382,112495,1
0,3,4011,694526,1
5,3,2989,938672,1
4,2,3704,847334,1
3,0,3805,570139,1
3,1,3073,954515,1
1,1,1580,95210,1
3,3,4417,776427,1
5,1,3285,540504,1
2,2,2832,712670,1
3,1,1396,174585,1
5,3,4838,906734,-1
0,3,3782,451316,1
0,1,4523,118204,1
4,0,3455,319493,1
5,3,2693,79508,1
4,3,1232,678393,1
4,1,3462,763479,1
3,2,3419,189076,1
0,3,4941,701226,1
0,3,2929,903282,1
3,2,1000,571994,1
5,2,4466,396047,1
0,3,4640,580131,1
3,3,4429,737840,1
4,0,4360,586280,1
1,3,2637,478913,1
3,3,3679,164922,1
4,1,3570,791840,1
4,1,1825,357771,1
0,1,4143,491641,1
5,2,3467,451393,1
0,3,658,355773,1
0,3,3118,153431,1
5,2,4249,588720,1
1,2,4535,702569,1
3,3,3246,187798,1
1,3,4438,250438,1
5,0,4181,960098,-1
0,3,4784,154468,1
3,3,4373,168886,1
0,2,4381,765889,1
4,3,1684,455777,1
3,3,4844,333715,1
0,2,3567,855021,1
0,3,4300,142841,1
1,3,3114,741526,1
1,2,1293,790156,1
3,2,2046,636865,1
2,0,1599,368292,1
1,3,2611,176606,1
2,3,1114,967906,-1
0,1,3632,165558,1
5,0,1723,174535,1
0,3,741,347059,1
4,1,1694,484789,1
1,0,3990,103604,1
2,1,3532,162291,1
3,1,4487,174162,1
2,1,1983,556957,1
0,2,1626,872693,1
1,3,2746,488537,1
1,3,4434,407586,1
5,3,3394,577518,1
0,0,1717,123967,1
3,1,3042,326329,1
4,2,1671,233960,1
4,1,4569,383409,1
2,3,4442,416205,1
5,1,1083,646329,1
1,3,937,845504,1
1,3,3326,338328,1
2,1,4315,978995,1
3,2,1706,443363,1
4,2,1790,515257,1
5,1,4408,793434,1
0,1,1559,388426,1
4,1,4902,544627,1
0,1,4495,751540,1
1,3,4595,663877,1
4,0,3928,380531,1
1,2,679,709910,1
3,1,4640,649988,1
3,3,3024,239450,1
5,3,1631,390786,1
0,2,2660,760847,1
3,0,4891,635167,1
0,3,1600,497293,1
0,3,719,308270,1
0,0,3516,351094,1
1,3,1409,706820,1
4,3,4474,287923,1
4,2,1107,775380,1
4,3,1777,334380,1
0,3,3513,759964,1
2,1,1817,332036,1
2,2,4393,155972,1
0,3,1556,699326,1
3,3,4292,347595,1
3,1,1713,497226,1
4,1,1046,489373,1
2,3,2424,841046,1
3,2,3159,891324,1
2,3,3051,807323,1
5,3,2806,742752,1
4,3,3342,468439,1
4,1,4790,518613,1
4,1,1784,141946,1
5,3,4886,625380,1
0,2,745,953826,-1
3,1,4100,352681,1
5,1,4437,483863,1
4,1,3289,146991,1
3,1,3884,710132,1
3,0,4788,429349,1
4,2,1071,697709,1
3,1,2666,189497,1
3,3,4694,482649,1
5,2,4643,435676,1
3,3,2494,470865,1
0,0,4640,773849,-1
2,0,775,634498,1
3,2,4826,847717,1
4,2,4708,75176,1
1,1,3535,802505,1
3,0,1333,325956,1
0,2,2274,760406,1
0,2,4823,565928,1
3,3,3951,276741,1
4,2,1789,751370,1
0,1,952,376758,1
0,0,1134,631176,1
1,1,4560,511474,1
3,1,4507,621341,1
4,3,1510,133291,1
5,3,4397,803140,1
0,3,1200,345921,1
1,1,3536,153999,1
4,3,1713,102291,1
4,3,2737,541734,1
4,2,4105,951557,1
4,3,2485,111959,1
2,0,4606,811111,1
4,3,3523,182581,1
4,3,3371,481030,1
2,1,3702,851778,1
0,2,2630,114500,1
0,2,4499,387412,1
3,1,3204,484804,1
1,3,4449,477276,1
4,0,3439,298843,1
2,1,2134,542732,1
3,1,3560,301264,1
4,1,2326,534553,1
5,2,3065,430961,1
0,2,2865,868723,1
1,3,3591,172364,1
5,3,4009,538520,1
4,3,4363,192932,1
4,3,3605,537898,1
4,2,2171,163152,1
3,1,1216,463271,1
0,3,4596,447186,1
5,2,4756,557486,1
4,3,4427,792493,1
1,1,2215,619629,1
2,1,4490,152494,1
5,3,1770,197736,1
3,1,3297,810924,1
4,3,4533,723236,1
4,0,532,546035,-1
3,3,3543,80899,1
3,3,4569,150316,1
4,1,4792,372493,1
0,1,3511,416651,1
4,3,4849,596985,1
1,1,954,812738,1
0,1,3816,777679,1
5,1,3634,492651,1
5,1,4476,634267,1
4,1,4590,750726,1
0,3,1638,779875,1
0,3,2347,91809,1
3,1,3958,863183,1
1,3,2926,192136,1
5,3,3497,876343,1
2,3,1206,945555,1
5,3,3780,282330,1
0,0,3601,765579,1
5,2,727,312329,1
1,3,3091,986718,1
0,1,2748,125197,1
5,1,2855,170145,1
1,1,3542,180977,1
0,0,1071,662763,-1
4,1,1041,309146,1
5,2,2936,386451,1
4,3,3506,780791,1
1,2,4520,164899,1
2,0,4483,365765,1
3,1,2752,583233,1
1,3,3864,323529,1
5,2,4633,687354,1
3,0,2564,415723,1
3,3,4509,794162,1
3,1,4644,205736,1
4,1,3282,357400,1
1,1,1540,741035,1
3,3,2996,784999,1
2,0,2997,940790,1
4,0,1494,386867,1
4,2,3165,969949,1
1,0,4240,734744,1
0,1,1502,96480,1
4,3,1080,142107,1
3,3,3287,127422,1
5,1,3161,313827,1
3,0,820,270275,1
5,0,1761,112268,1
1,3,1463,151169,1
5,0,4277,202737,1
0,0,2591,383285,1
3,3,4901,467524,1
1,3,2290,595547,1
3,1,4311,341471,1
5,0,1190,141428,-1
3,3,4928,630877,1
3,1,3080,976722,1
4,1,4624,628492,1
4,3,1237,328094,1
0,3,4597,544126,1
1,3,4487,326655,1
3,0,4461,384731,1
0,1,4838,408800,1
3,1,1622,508805,1
1,1,3626,233425,1
4,2,3323,848285,1
5,3,3582,958404,1
5,2,3998,851077,1
5,0,3607,906512,-1
3,3,4881,292681,1
3,3,3092,193728,1
2,3,756,634704,1
0,3,1817,661690,1
2,2,591,244764,-1
0,0,1099,162561,-1
2,1,742,173135,1
0,2,1195,184762,1
3,1,2098,954952,1
0,3,1789,371768,1
3,3,3135,869613,1
0,1,3722,950504,1
5,0,4352,76485,-1
0,1,3249,955612,1
5,1,1675,819737,1
1,1,4291,495792,1
3,0,4876,722185,1
0,1,4453,584671,1
3,1,1598,367973,1
2,1,1117,971400,1
0,1,2495,293190,1
4,1,4495,252511,1
0,3,2250,391647,1
0,3,529,163402,-1
0,1,3225,187239,1
3,3,3712,517718,1
1,1,4290,215265,1
2,2,4085,588741,1
4,1,4477,966935,1
0,3,1681,133599,1
0,3,4450,167380,1
5,1,4334,938865,1
5,1,4506,174159,1
5,3,2292,789186,1
2,0,3083,74571,1
0,1,4846,185215,1
3,3,3942,890555,1
2,3,4424,211871,1
0,0,1301,400743,1
1,3,4279,911566,1
3,1,3532,170906,1
2,2,1869,763581,1
0,1,4545,619761,1
0,1,781,700901,1
4,3,1195,948399,1
3,3,3725,778827,1
0,2,1806,385322,1
1,3,4912,73850,1
4,3,4898,141354,1
3,1,1494,374937,1
4,3,4663,188601,1
3,3,4346,150106,1
4,3,3416,799295,1
4,3,991,560788,1
3,1,3597,150137,1
4,1,3483,629871,1
1,3,4440,479945,1
0,3,4459,665718,1
1,0,3227,642498,1
3,1,2154,202506,1
0,3,4476,376588,1
3,1,4214,703700,1
4,2,2573,835761,1
3,3,1719,386738,1
0,1,4446,841730,1
1,0,3588,857771,1
4,1,4306,651138,1
2,2,3448,760774,1
4,1,637,587530,1
3,2,3317,754758,1
5,3,2431,756243,1
0,2,4060,647837,1
1,2,1155,501212,1
1,3,703,591586,1
3,1,4344,856581,1
0,1,3912,350738,1
5,0,4785,182268,-1
1,3,3787,761362,1
5,1,4512,778441,1
4,3,4393,325471,1
4,0,735,698884,1
4,3,2194,277949,1
2,2,4882,529790,1
0,1,3102,113356,1
4,1,4392,945079,1
5,2,1821,200437,1
2,1,3587,290537,1
1,1,3061,770190,1
2,2,751,218617,1
3,0,1171,944645,-1
4,1,2540,142567,1
4,0,4383,347549,1
3,3,1212,495411,1
5,0,3057,766633,1
4,0,3128,943545,1
4,3,1719,972352,1
4,3,3209,192574,1
4,2,2904,872720,1
3,0,1576,180259,1
3,2,3247,692519,1
5,2,1452,428736,1
3,1,3366,713010,1
3,3,4935,543772,1
5,1,3649,995657,1
1,0,4450,171480,1
3,3,4497,170876,1
1,0,3938,498612,1
0,1,3508,403788,1
5,0,4938,738010,-1
5,1,4463,897650,1
3,2,3556,425352,1
4,3,2972,201490,1
2,2,1757,360235,1
4,0,1664,422759,1
2,1,3486,138941,1
3,3,3304,354425,1
4,2,2933,701574,1
4,0,2119,526963,1
0,3,3562,402758,1
4,3,3028,721493,1
3,3,4643,191348,1
5,0,3374,169963,1
1,1,4436,198443,1
4,0,4600,193590,1
3,3,1431,796165,1
4,0,4252,458350,1
5,1,3562,188395,1
3,2,1748,455493,1
3,0,4569,818108,1
2,3,4565,384071,1
5,1,4394,946004,1
4,1,1668,540425,1
5,0,2095,536559,1
1,1,1897,751680,1
3,0,4507,473439,1
0,1,4407,291446,1
0,3,4166,147941,1
4,0,4482,430716,1
2,3,2330,157146,1
3,0,3934,144842,1
0,1,1230,647036,1
3,0,4011,626377,1
5,3,2106,211599,1
0,3,2532,77622,1
2,1,1750,265082,1
5,2,764,725351,-1
5,3,4781,275622,1
0,3,2723,519280,1
4,1,3025,219065,1
3,1,4664,85852,1
4,0,1122,522783,1
0,2,2627,628325,1
3,2,2432,180893,1
0,3,2091,322012,1
0,3,3022,241451,1
1,1,3039,242923,1
2,2,2193,711385,1
4,0,977,921243,-1
1,2,696,954476,-1
3,3,2057,575930,1
4,0,3504,118953,1
3,3,4491,682834,1
1,1,1184,950220,1
3,3,598,639544,1
4,1,4405,231695,1
3,1,3488,660648,1
2,3,4205,526665,1
1,3,2836,121941,1
3,3,4531,432827,1
1,3,2086,201090,1
5,2,1781,434708,1
1,2,3428,582795,1
1,0,4558,180123,1
5,3,767,704961,-1
4,1,2873,449908,1
0,1,4342,51340,1
4,1,1115,199763,1
1,3,1420,383461,1
0,1,3567,766919,1
4,0,1066,768513,1
1,3,1857,384466,1
3,3,4609,792073,1
2,1,1570,333817,1
4,3,2796,275128,1
3,0,2812,191786,1
2,1,2622,407153,1
5,1,1606,169775,1
4,3,1960,722692,1
0,2,4380,877223,1
5,2,2223,659217,1
3,2,3854,127326,1
4,1,1692,696495,1
0,3,3187,190551,1
1,3,4387,525442,1
5,1,3427,170722,1
0,3,2629,744425,1
4,3,1627,642790,1
5,1,4863,361776,1
3,2,2098,402258,1
5,1,3667,564823,1
2,3,2120,144632,1
0,3,1455,412826,1
0,3,2135,616615,1
4,0,1673,161762,1
0,2,3572,54579,1
3,1,4473,182429,1
0,2,1199,974821,-1
4,2,4452,813442,1
2,1,4132,282330,1
0,3,4444,463318,1
4,3,4604,202147,1
4,1,3437,166443,1
1,1,1340,879919,1
0,1,3029,640267,1
0,1,1552,218353,1
3,1,4707,979759,1
4,2,4445,498806,1
0,2,1689,120677,1
2,3,2079,958076,1
4,1,2457,188694,1
2,2,4110,678497,1
5,2,3606,361462,1
0,2,4399,807366,1
0,0,2554,792171,1
4,1,2860,272025,1
3,3,2243,607752,1
5,3,4846,165572,1
0,3,4434,358829,1
1,3,2172,490918,1
2,0,3007,783194,1
3,0,3996,971968,-1
5,3,4657,787923,1
1,2,4075,386832,1
0,3,3053,215062,1
3,2,3454,979013,1
1,3,3009,714881,1
0,1,4525,430177,1
4,0,1650,494219,1
0,2,3488,291009,1
5,0,2246,734088,1
4,0,3221,623018,1
0,3,3592,305300,1
4,3,2272,569381,1
2,1,4555,781431,1
3,1,3328,972810,1
5,2,4046,412803,1
3,2,746,654643,1
0,2,4604,113669,1
0,0,3026,215797,1
5,3,3093,608569,1
0,1,2907,416296,1
5,3,986,153191,-1
3,3,4644,914541,1
2,3,4460,108739,1
2,0,4533,158338,1
3,2,3649,248258,1
3,3,4084,770580,1
0,2,4561,781141,1
0,1,4615,306195,1
5,3,1808,239380,1
5,1,3405,763895,1
2,2,3569,784482,1
0,1,3018,737240,1
4,2,4373,461150,1
4,3,2904,731456,1
0,1,2686,441434,1
0,1,1604,157400,1
4,3,690,577042,1
3,2,4383,208281,1
4,3,3078,423932,1
0,2,3644,908043,1
1,1,4033,477480,1
1,2,3941,397703,1
3,2,4815,498090,1
4,0,3520,390352,1
1,0,4290,251513,1
3,0,1043,540479,1
4,3,738,962003,-1
5,2,810,227618,1
4,2,2744,941769,1
2,2,3555,346052,1
3,3,1241,989876,1
1,2,1922,103319,1
3,3,4785,250538,1
1,2,4245,437033,1
0,2,4095,393685,1
2,1,4045,733088,1
0,1,979,650254,1
0,0,1203,780827,-1
0,1,2755,741086,1
4,1,694,842206,1
4,0,2703,217545,1
0,3,724,734439,1
4,2,2185,83709,1
0,1,2816,131797,1
4,3,3904,560822,1
5,0,4612,788765,1
2,1,4554,745123,1
5,3,1242,336438,1
3,0,2724,538042,1
0,1,1640,801326,1
3,2,3814,318460,1
0,1,2911,728078,1
4,0,1799,770642,1
4,1,2777,663959,1
5,0,3492,443232,1
3,3,4211,682731,1
5,1,4886,90893,-1
5,2,4349,396108,1
3,3,1200,653771,1
4,0,1885,727550,1
0,1,4465,602558,1
1,3,3622,110938,1
3,0,1842,550469,1
5,3,3121,563702,1
3,3,708,644466,1
4,1,1055,676922,1
2,3,2990,633102,1
1,2,716,830680,1
3,0,4422,90330,1
3,0,2147,428191,1
3,2,4921,839993,1
0,0,3072,340776,1
5,0,4456,766600,1
4,3,1775,785547,1
4,1,1251,529627,1
4,3,2771,890984,1
3,3,4777,538101,1
5,3,3625,850225,1
3,2,1110,241998,1
2,3,1199,172859,1
0,1,4191,644527,1
4,2,2618,352501,1
4,1,969,116736,1
1,2,1154,543107,1
3,3,1794,80816,1
0,1,3174,574403,1
0,2,4467,68470,1
3,3,4589,173004,1
1,1,1042,662497,1
5,3,665,253154,-1
3,2,1253,731754,1
4,2,3648,347913,1
4,2,4744,763069,1
0,3,3085,966919,1
1,0,3198,125907,1
5,3,3978,876731,1
5,3,3477,85970,1
0,3,4845,689182,1
5,1,4455,476815,1
0,3,2336,223454,1
3,1,4506,168203,1
3,3,2817,561162,1
4,3,4432,593053,1
0,3,4494,965713,1
3,2,3535,383423,1
0,3,4482,536160,1
3,1,1484,566943,1
0,3,4191,284502,1
1,2,4755,511911,1
3,3,2586,759974,1
5,3,1779,154196,1
3,3,1818,153778,1
3,3,1091,722696,1
0,2,1192,918659,1
1,3,3153,347673,1
4,1,4590,383242,1
3,3,1385,192987,1
5,2,3508,941543,1
4,1,3118,95768,1
2,3,4134,428655,1
4,1,1325,547089,1
3,1,2818,756624,1
2,1,3206,396194,1
2,3,4619,613219,1
0,1,4337,259431,1
4,3,3949,149374,1
5,1,4238,765282,1
4,2,2770,150853,1
3,2,4659,529672,1
3,2,1587,493953,1
4,1,1810,881184,1
5,1,1447,166175,1
4,0,2232,322205,1
4,3,983,372652,1
3,2,1664,199367,1
4,1,3229,57604,1
4,0,1613,691711,1
4,3,3143,672446,1
3,1,4418,405816,1
3,0,4359,148210,1
5,3,2580,951143,-1
5,2,1252,885197,1
5,2,4486,971847,-1
2,1,667,918172,-1
4,0,2924,746151,1
1,3,4520,76509,1
0,2,3554,341573,1
0,3,720,201925,1
0,1,1671,94081,1
5,3,2811,830996,1
0,2,3818,240931,1
4,3,3437,914278,1
5,1,954,77489,-1
1,2,2579,316480,1
3,3,4192,770643,1
4,0,4233,342852,1
3,0,2215,106561,1
0,3,4558,297627,1
0,2,3537,755813,1
2,1,1553,583403,1
3,2,2067,886601,1
1,3,4004,267526,1
0,0,1484,455672,1
0,1,1667,476925,1
0,2,3849,929517,1
0,1,2968,103562,1
3,1,1614,127149,1
1,2,4398,286896,1
3,1,725,533135,1
2,0,4572,487908,1
3,3,3654,606115,1
1,3,2522,97233,1
0,3,2778,973828,1
4,0,4577,848332,1
4,1,2840,609084,1
4,3,4030,815835,1
3,0,1621,665585,1
5,3,3443,731614,1
3,1,1488,752451,1
5,0,4706,332898,1
4,0,1760,355741,1
4,3,2198,341015,1
4,2,1253,212495,1
2,3,1406,615472,1
3,0,3413,442316,1
0,3,4681,88107,1
3,3,1695,107181,1
3,1,4489,180120,1
2,2,2377,107901,1
4,0,4902,212980,1
3,2,4596,252487,1
1,2,3167,275446,1
4,3,2980,695557,1
5,3,3520,117347,1
4,3,4310,812162,1
4,3,3562,615580,1
5,1,4356,348747,1
0,2,4713,880316,1
4,2,3165,959971,1
2,2,2636,205180,1
5,1,3919,187265,1
1,0,4341,354775,1
0,1,3977,782142,1
0,1,4164,831789,1
2,2,3740,789789,1
4,1,4561,323463,1
1,0,3541,613234,1
3,2,4579,295225,1
0,0,3667,793606,1
0,1,1013,420957,1
5,3,2588,590657,1
0,0,4088,841527,1
1,3,3940,552426,1
0,2,3664,974281,1
4,3,1527,858433,1
5,1,3543,794261,1
1,1,1739,144392,1
0,1,1083,114386,1
4,1,1893,444724,1
4,3,1653,482511,1
3,3,3033,173184,1
5,1,4550,776917,1
1,2,3419,974184,1
3,3,4007,727560,1
4,0,4497,605242,1
1,1,4946,386456,1
4,3,3529,170860,1
3,2,2170,511020,1
4,3,2263,90578,1
0,3,2139,172549,1
1,3,2762,740991,1
0,0,3012,569691,1
0,1,2168,757204,1
0,1,3566,571009,1
4,3,4652,446873,1
5,3,3557,444364,1
4,1,3788,537106,1
2,2,1738,969043,1
2,3,990,112355,1
2,1,1164,147307,1
4,1,637,334572,1
5,0,893,780359,-1
3,3,1470,313741,1
1,1,3579,755809,1
1,1,2983,145127,1
4,2,3510,410083,1
3,2,4812,791288,1
0,0,2674,431803,1
4,1,1270,82690,1
5,1,1286,501728,1
3,0,2783,160048,1
4,1,3704,215638,1
0,1,1911,179038,1
3,1,1753,424032,1
4,1,2251,623250,1
4,3,4501,190206,1
4,2,4556,777939,1
0,3,3065,162285,1
4,1,665,542275,1
0,2,1142,407394,1
5,3,2546,393945,1
0,1,2585,839537,1
2,0,4500,244332,1
5,3,1804,464563,1
0,2,4089,693701,1
0,3,3468,106598,1
1,1,4675,95638,1
4,3,3076,924650,1
3,1,1750,552269,1
4,1,4199,506762,1
2,2,680,626924,1
0,3,1230,493910,1
4,1,3084,762421,1
0,1,3756,306525,1
2,3,651,668546,1
3,2,1862,294627,1
0,0,1859,943073,-1
3,3,3503,170810,1
4,2,3724,837601,1
0,2,3367,391149,1
4,0,704,114965,-1
5,3,1754,255020,1
0,0,1155,860724,-1
3,3,3559,410474,1
5,0,1934,957029,-1
2,3,2592,651514,1
4,2,4611,970574,1
0,2,4334,798612,1
4,3,694,513773,1
4,0,2006,873984,1
2,1,3790,687512,1
0,3,1630,686951,1
0,1,3353,781710,1
4,2,1524,79554,1
5,1,2057,320729,1
1,1,2070,407410,1
2,3,1907,212205,1
0,2,3923,558240,1
3,3,2590,404130,1
5,0,3400,963373,-1
0,1,3172,56325,1
3,3,2214,834078,1
4,1,4438,239278,1
5,1,3486,190251,1
3,3,1555,773981,1
0,3,4084,632762,1
3,0,4334,759177,1
1,3,3430,304624,1
1,1,3397,445948,1
0,3,611,236435,-1
4,1,2848,154208,1
4,1,2586,758082,1
0,3,4431,377422,1
0,2,1783,193584,1
4,1,663,365414,1
4,0,2262,545688,1
2,3,4401,578115,1
0,3,2970,80352,1
0,3,3463,513920,1
1,3,3108,585045,1
0,0,4828,494165,-1
0,1,751,325499,1
3,1,3272,566848,1
0,2,1533,846621,1
0,1,1128,173901,1
3,1,764,859748,1
5,3,4532,695222,1
5,3,3189,243288,1
0,2,3479,340787,1
3,0,4384,588394,1
1,3,1579,827313,1
2,0,1394,570729,1
3,1,3112,658362,1
2,3,3978,597193,1
3,2,1447,376867,1
1,1,2613,141882,1
2,3,3446,957706,1
1,1,1805,80828,1
1,3,3689,724812,1
0,3,2184,501797,1
0,1,4380,290916,1
0,3,4436,748470,1
1,3,1622,667659,1
2,1,4171,739891,1
1,3,2257,156881,1
3,2,4753,467000,1
0,0,2973,561446,1
3,0,3422,668423,1
5,0,3542,157970,1
5,1,2096,59398,1
1,1,4363,414890,1
0,1,3948,793455,1
1,3,2780,771142,1
0,3,4770,292991,1
2,2,1901,181065,1
3,2,4581,977991,1
4,2,1769,181382,1
0,2,2757,607305,1
0,0,4490,578899,1
2,1,3691,156272,1
3,0,1266,371437,1
4,3,1058,806983,1
0,0,3620,591395,1
5,3,3129,311897,1
1,2,3115,228648,1
3,1,4635,209467,1
4,3,1655,668488,1
4,1,1218,59693,1
1,0,1790,406451,1
0,0,4848,302324,-1
3,2,4552,208568,1
1,1,1176,742223,1
4,3,1625,500998,1
4,2,2618,774726,1
4,3,3966,394252,1
5,0,1137,200637,-1
1,3,2795,197800,1
5,1,2649,200398,1
4,1,4412,717580,1
5,3,4431,705669,1
5,1,3408,279080,1
1,0,4513,379833,1
4,0,2971,753918,1
0,2,4427,300175,1
2,2,4798,552720,1
3,2,1028,284671,1
1,3,2690,90514,1
4,3,3045,361927,1
3,3,1783,963865,1
5,0,2213,458215,1
5,1,4939,456895,1
0,2,2326,609966,1
5,2,1077,848283,1
3,3,4734,555236,1
5,1,2120,577722,1
0,0,1147,410876,1
4,2,4442,352658,1
0,3,4022,185874,1
0,1,4600,329162,1
4,3,1247,74913,1
3,1,3146,355408,1
0,3,1778,63118,1
2,2,3110,865073,1
3,1,3407,248071,1
0,3,793,248254,1
3,3,4597,480837,1
3,0,4373,485755,1
3,1,1724,446038,1
3,0,754,307422,1
1,3,1278,288496,1
5,1,2296,266196,1
0,3,2492,864183,1
5,1,1236,125695,1
0,0,3605,186465,1
5,0,4305,77011,-1
4,2,4918,566683,1
4,1,1811,660766,1
0,3,4481,89464,1
2,1,4488,479107,1
5,3,2255,136014,1
3,1,1119,275515,1
3,2,1199,848104,1
4,3,990,778727,1
3,3,4052,239047,1
1,2,1875,391006,1
0,1,2850,186456,1
2,0,2419,758680,1
4,0,3061,398234,1
2,2,679,54240,-1
0,1,2279,181039,1
2,2,3535,387555,1
4,3,4349,101736,1
4,1,749,461923,1
4,1,2481,870578,1
4,1,1388,750453,1
0,1,3573,874738,1
4,3,4740,367787,1
3,3,4028,96183,1
0,3,1444,951549,1
4,3,1121,172383,1
3,3,3092,954292,1
5,0,788,586350,-1
4,0,4351,762505,1
5,2,4466,188724,1
4,3,2924,743303,1
0,1,4513,655583,1
4,0,3522,798181,1
2,3,2268,334789,1
3,1,4325,686497,1
2,3,3915,649430,1
5,1,3098,596148,1
5,0,4242,327430,1
1,3,1747,400385,1
2,0,3864,729407,1
0,0,1071,641227,-1
1,2,1700,77941,1
5,2,3166,385674,1
5,3,721,224828,-1
0,3,1616,382891,1
0,2,4031,580092,1
0,1,4323,534704,1
4,2,762,226425,1
0,1,1726,245763,1
4,3,4595,556909,1
1,3,802,855566,1
3,2,4866,855923,1
3,3,3361,138715,1
5,0,4521,870318,-1
1,3,3847,694163,1
0,1,4537,223641,1
1,1,4193,195780,1
4,2,708,263032,1
3,3,4888,793646,1
0,2,4929,165621,1
5,2,3602,176788,1
0,0,1923,650543,1
0,2,4472,634399,1
5,1,1630,175361,1
0,2,3203,793174,1
5,3,3585,535861,1
3,2,1992,366139,1
5,3,2930,772563,1
1,3,4277,272592,1
4,1,3885,550482,1
5,2,2943,796149,1
3,0,1018,209534,1
5,0,1631,132680,1
0,2,2836,573067,1
1,3,3905,402517,1
2,3,3571,167096,1
2,0,2235,262810,1
4,3,3863,649830,1
1,0,4191,577593,1
5,3,3987,777445,1
5,3,3988,156345,1
1,0,4555,136952,1
5,0,2153,590751,1
3,0,1832,200988,1
2,1,1662,324414,1
0,1,3939,210086,1
4,3,4222,410454,1
0,0,4327,148259,1
4,2,3684,147451,1
2,0,4012,893724,1
0,3,997,789944,1
0,1,4022,560229,1
4,0,946,373636,1
5,3,4470,264332,1
0,0,3166,346605,1
2,0,3435,159126,1
4,3,4000,401115,1
3,3,2669,193615,1
